"link","Node","relative_influence","Solution","LandUse","rank","cum_sum"
"Physical health -> Mental health","Biodiversity",0.302625020989405,"source","Transportation",60,86.7772008386889
"Walkability -> Physical health","Biodiversity",0.298579981442606,"source","Transportation",61,87.0757808201315
"Air quality -> Physical health","Biodiversity",0.296430679387816,"source","Transportation",62,87.3722114995193
"Green infrastructure -> Local jobs","Biodiversity",0.293443529231314,"source","Transportation",63,87.6656550287506
"Industrial -> Local jobs","Biodiversity",0.28935433997,"source","Transportation",64,87.9550093687206
"Transportation -> Property value","Biodiversity",0.279676263812918,"source","Transportation",65,88.2346856325335
"Mental health -> Physical health","Biodiversity",0.273887407451735,"source","Transportation",66,88.5085730399853
"Air quality -> Social cohesion","Biodiversity",0.271765132145298,"source","Transportation",67,88.7803381721305
"Salmon -> Biodiversity","Biodiversity",0.269204434044818,"source","Transportation",68,89.0495426061754
"Noise -* Biodiversity","Biodiversity",0.266525786666612,"source","Transportation",69,89.316068392842
"Walkability -* Noise","Biodiversity",0.263965327382927,"source","Transportation",70,89.5800337202249
"Green infrastructure -* Noise","Biodiversity",0.262733380154214,"source","Transportation",71,89.8427671003791
"Physical health -* Physical health","Biodiversity",0.261427987461301,"source","Transportation",72,90.1041950878404
"Local jobs -> Property value","Biodiversity",0.260654971915964,"source","Transportation",73,90.3648500597564
"Bacteria -* Physical health","Biodiversity",0.258479547729641,"source","Transportation",74,90.623329607486
"Biodiversity -> Local foods","Biodiversity",0.255998935543042,"source","Transportation",75,90.8793285430291
"Walkability -* Walkability","Biodiversity",0.248238450297352,"source","Transportation",76,91.1275669933264
"Access to nature -* Access to nature","Biodiversity",0.245509614462536,"source","Transportation",77,91.3730766077889
"Noise -* Physical health","Biodiversity",0.239291237128915,"source","Transportation",78,91.6123678449179
"Affordability -> Economic wellbeing","Biodiversity",0.238240489687223,"source","Transportation",79,91.8506083346051
"Local jobs -> Social cohesion","Biodiversity",0.236840922695432,"source","Transportation",80,92.0874492573005
"Access to nature -> Local foods","Biodiversity",0.232254732189845,"source","Transportation",81,92.3197039894904
"Toxics -* Water quality","Biodiversity",0.225491476362529,"source","Transportation",82,92.5451954658529
"Water quality -> Salmon","Biodiversity",0.225214804334647,"source","Transportation",83,92.7704102701875
"Local foods -> Mental health","Biodiversity",0.205074308386036,"source","Transportation",84,92.9754845785736
"Industrial -* Air quality","Biodiversity",0.204459925444127,"source","Transportation",85,93.1799445040177
"Social cohesion -> Mental health","Biodiversity",0.20228735908864,"source","Transportation",86,93.3822318631063
"Access to nature -> Property value","Biodiversity",0.200766920461028,"source","Transportation",87,93.5829987835674
"Noise -* Property value","Biodiversity",0.199416289795165,"source","Transportation",88,93.7824150733625
"Industrial -* Property value","Biodiversity",0.194822034082212,"source","Transportation",89,93.9772371074448
"Bacteria -* Local foods","Biodiversity",0.188435405147911,"source","Transportation",90,94.1656725125927
"Flooding -* Air quality","Biodiversity",0.188118736748248,"source","Transportation",91,94.3537912493409
"Local foods -* Local foods","Biodiversity",0.182213982095343,"source","Transportation",92,94.5360052314362
"Gray infrastructure -> Local jobs","Biodiversity",0.181027842562952,"source","Transportation",93,94.7170330739992
"Bacteria -* Water quality","Biodiversity",0.178990370217021,"source","Transportation",94,94.8960234442162
"Affordability -* Affordability","Biodiversity",0.171905927153872,"source","Transportation",95,95.0679293713701
"Urban heat island -* Urban heat island","Biodiversity",0.167532229092038,"source","Transportation",96,95.2354616004621
"Water temperature -* Water quality","Biodiversity",0.16619561420548,"source","Transportation",97,95.4016572146676
"Industrial -* Industrial","Biodiversity",0.162696520003291,"source","Transportation",98,95.5643537346709
"Transportation -> Noise","Biodiversity",0.161753496320702,"source","Transportation",99,95.7261072309916
"Flooding -> Bacteria","Biodiversity",0.161640838639869,"source","Transportation",100,95.8877480696315
"Urban heat island -> Water temperature","Biodiversity",0.160014985754444,"source","Transportation",101,96.0477630553859
"Economic wellbeing -> Mental health","Biodiversity",0.158942024689676,"source","Transportation",102,96.2067050800756
"Gray infrastructure -* Toxics","Biodiversity",0.158248809787205,"source","Transportation",103,96.3649538898628
"Industrial -> Sediment","Biodiversity",0.157408448555703,"source","Transportation",104,96.5223623384185
"Transportation -> Water temperature","Biodiversity",0.15560830735521,"source","Transportation",105,96.6779706457737
"Economic wellbeing -> Affordability","Biodiversity",0.151390266091212,"source","Transportation",106,96.8293609118649
"Walkability -> Property value","Biodiversity",0.146587422124911,"source","Transportation",107,96.9759483339898
"Local foods -> Social cohesion","Biodiversity",0.143252830620005,"source","Transportation",108,97.1192011646098
"Access to nature -> Social cohesion","Biodiversity",0.132894555360057,"source","Transportation",109,97.2520957199699
"Residential -> Toxics","Biodiversity",0.132684167413356,"source","Transportation",110,97.3847798873833
"Industrial -> Water temperature","Biodiversity",0.131369393262255,"source","Transportation",111,97.5161492806455
"Gray infrastructure -* Gray infrastructure","Biodiversity",0.129408451545852,"source","Transportation",112,97.6455577321914
"Property value -* Property value","Biodiversity",0.129215254365852,"source","Transportation",113,97.7747729865572
"Green infrastructure -* Toxics","Biodiversity",0.128699792999563,"source","Transportation",114,97.9034727795568
"Access to nature -> Walkability","Biodiversity",0.12729652715861,"source","Transportation",115,98.0307693067154
"Property value -* Affordability","Biodiversity",0.127230093805973,"source","Transportation",116,98.1579994005214
"Walkability -> Social cohesion","Biodiversity",0.126143890553121,"source","Transportation",117,98.2841432910745
"Nutrients -* Water quality","Biodiversity",0.1240125169537,"source","Transportation",118,98.4081558080282
"Walkability -> Affordability","Biodiversity",0.123607012345009,"source","Transportation",119,98.5317628203732
"Sediment -* Sediment","Biodiversity",0.118905793688435,"source","Transportation",120,98.6506686140616
"Green infrastructure -* Urban heat island","Biodiversity",0.112063164594354,"source","Transportation",121,98.762731778656
"Local foods -> Physical health","Biodiversity",0.11046790731251,"source","Transportation",122,98.8731996859685
"Physical health -> Economic wellbeing","Biodiversity",0.11003683460072,"source","Transportation",123,98.9832365205692
"Water quality -* Water quality","Biodiversity",0.108356454925725,"source","Transportation",124,99.0915929754949
"Residential -> Nutrients","Biodiversity",0.108177785996605,"source","Transportation",125,99.1997707614915
"Green infrastructure -> Access to nature","Biodiversity",0.105925599534609,"source","Transportation",126,99.3056963610262
"Residential -* Residential","Biodiversity",0.105745784118975,"source","Transportation",127,99.4114421451451
"Mental health -> Economic wellbeing","Biodiversity",0.103083132519645,"source","Transportation",128,99.5145252776648
"Noise -* Mental health","Biodiversity",0.100965362926958,"source","Transportation",129,99.6154906405917
"Air quality -* Air quality","Biodiversity",0.0980978835825695,"source","Transportation",130,99.7135885241743
"Water quality -> Social cohesion","Biodiversity",0.0868790150148566,"source","Transportation",131,99.8004675391892
"Economic wellbeing -> Physical health","Biodiversity",0.0822349269407268,"source","Transportation",132,99.8827024661299
"Local jobs -* Local jobs","Biodiversity",0.0677193313789433,"source","Transportation",133,99.9504217975088
"Biodiversity -> Salmon","Biodiversity",0.0495782024911939,"source","Transportation",134,100
"Source control -* Source control","Physical health",23.9507788591175,"source","Transportation",1,23.9507788591175
"Toxics -* Toxics","Physical health",10.019429163798,"source","Transportation",2,33.9702080229155
"Transportation -* Transportation","Physical health",7.9345120528651,"source","Transportation",3,41.9047200757806
"Source control -* Toxics","Physical health",5.15205262227439,"source","Transportation",4,47.056772698055
"Transportation -> Toxics","Physical health",4.15302031493272,"source","Transportation",5,51.2097930129877
"Transportation -> Flooding","Physical health",2.16902567418733,"source","Transportation",6,53.378818687175
"Salmon -> Local foods","Physical health",1.7904176065663,"source","Transportation",7,55.1692362937413
"Climate mitigation -> Biodiversity","Physical health",1.62031471854286,"source","Transportation",8,56.7895510122842
"Flooding -> Sediment","Physical health",1.34306463025769,"source","Transportation",9,58.1326156425419
"Toxics -* Salmon","Physical health",1.22446710107947,"source","Transportation",10,59.3570827436214
"Bacteria -* Bacteria","Physical health",1.16534656088275,"source","Transportation",11,60.5224293045041
"Water quality -> Local foods","Physical health",1.12996704239488,"source","Transportation",12,61.652396346899
"Toxics -* Physical health","Physical health",1.08670030111907,"source","Transportation",13,62.7390966480181
"Water quality -> Physical health","Physical health",0.898558424003421,"source","Transportation",14,63.6376550720215
"Climate mitigation -* Urban heat island","Physical health",0.884180508879794,"source","Transportation",15,64.5218355809013
"Access to nature -> Mental health","Physical health",0.876775788649071,"source","Transportation",16,65.3986113695503
"Local jobs -> Economic wellbeing","Physical health",0.743781907309477,"source","Transportation",17,66.1423932768598
"Urban heat island -* Physical health","Physical health",0.737432020397347,"source","Transportation",18,66.8798252972572
"Sediment -* Water quality","Physical health",0.736756547312893,"source","Transportation",19,67.6165818445701
"Transportation -* Air quality","Physical health",0.705934513410125,"source","Transportation",20,68.3225163579802
"Green infrastructure -* Sediment","Physical health",0.659918832239237,"source","Transportation",21,68.9824351902194
"Social cohesion -* Social cohesion","Physical health",0.625898041610175,"source","Transportation",22,69.6083332318296
"Salmon -* Salmon","Physical health",0.624230723997032,"source","Transportation",23,70.2325639558266
"Economic wellbeing -* Economic wellbeing","Physical health",0.587631262543313,"source","Transportation",24,70.8201952183699
