"Link","ModelName","LandUse","Solution","Node","difference","difference_perc","Type"
"Water quality->Salmon","Sims_Mod_13","Residential","green","Salmon",0.0580000000000001,5.80000000000001,"nature"
"Air quality->Physical health","Sims_Mod_14","Residential","green","Salmon",0.028,2.8,"nature"
"Urban heat island-*Physical health","Sims_Mod_15","Residential","green","Salmon",0.014,1.4,"nature"
"Nutrients-*Water quality","Sims_Mod_16","Residential","green","Salmon",0.098,9.8,"nature"
"Flooding->Sediment","Sims_Mod_17","Residential","green","Salmon",-0.00600000000000001,-0.600000000000001,"nature"
"Sediment-*Water quality","Sims_Mod_18","Residential","green","Salmon",0.028,2.8,"nature"
"Mental health->Physical health","Sims_Mod_19","Residential","green","Salmon",0.01,1,"nature"
"Water quality->Physical health","Sims_Mod_20","Residential","green","Salmon",0.0620000000000001,6.20000000000001,"nature"
"Social cohesion->Mental health","Sims_Mod_21","Residential","green","Salmon",-0.004,-0.4,"nature"
"Toxics-*Physical health","Sims_Mod_22","Residential","green","Salmon",-0.002,-0.2,"nature"
"Biodiversity->Salmon","Sims_Mod_23","Residential","green","Salmon",0.002,0.2,"nature"
"Urban heat island-*Biodiversity","Sims_Mod_24","Residential","green","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Bacteria-*Physical health","Sims_Mod_25","Residential","green","Salmon",0.00600000000000001,0.600000000000001,"nature"
"Air quality->Social cohesion","Sims_Mod_26","Residential","green","Salmon",0.016,1.6,"nature"
"Access to nature->Social cohesion","Sims_Mod_27","Residential","green","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Transportation->Noise","Sims_Mod_28","Residential","green","Salmon",0.024,2.4,"nature"
"Water quality->Biodiversity","Sims_Mod_29","Residential","green","Salmon",0.032,3.2,"nature"
"Noise-*Biodiversity","Sims_Mod_30","Residential","green","Salmon",-0.02,-2,"nature"
"Salmon->Physical health","Sims_Mod_31","Residential","green","Salmon",-0.004,-0.4,"nature"
"Climate mitigation->Salmon","Sims_Mod_32","Residential","green","Salmon",-0.032,-3.2,"nature"
"Climate mitigation-*Water temperature","Sims_Mod_33","Residential","green","Salmon",-0.00800000000000001,-0.800000000000001,"nature"
"Climate mitigation->Biodiversity","Sims_Mod_34","Residential","green","Salmon",-0.00600000000000001,-0.600000000000001,"nature"
"Access to nature->Physical health","Sims_Mod_35","Residential","green","Salmon",0.002,0.2,"nature"
"Flooding-*Air quality","Sims_Mod_36","Residential","green","Salmon",0.036,3.6,"nature"
"Industrial->Noise","Sims_Mod_37","Residential","green","Salmon",0.024,2.4,"nature"
"Transportation-*Air quality","Sims_Mod_38","Residential","green","Salmon",-0.012,-1.2,"nature"
"Economic wellbeing->Physical health","Sims_Mod_39","Residential","green","Salmon",0.016,1.6,"nature"
"Affordability->Economic wellbeing","Sims_Mod_40","Residential","green","Salmon",0.022,2.2,"nature"
"Access to nature-*Affordability","Sims_Mod_41","Residential","green","Salmon",-0.0599999999999999,-5.99999999999999,"nature"
"Local foods->Social cohesion","Sims_Mod_42","Residential","green","Salmon",0.054,5.4,"nature"
"Salmon->Local foods","Sims_Mod_43","Residential","green","Salmon",0.0679999999999999,6.79999999999999,"nature"
"Water quality->Local foods","Sims_Mod_44","Residential","green","Salmon",0.00600000000000001,0.600000000000001,"nature"
"Toxics-*Water quality","Sims_Mod_45","Residential","green","Salmon",-0.00800000000000001,-0.800000000000001,"nature"
"Local foods->Physical health","Sims_Mod_46","Residential","green","Salmon",-0.002,-0.2,"nature"
"Water quality->Social cohesion","Sims_Mod_47","Residential","green","Salmon",0.022,2.2,"nature"
"Local jobs->Economic wellbeing","Sims_Mod_48","Residential","green","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Walkability->Climate mitigation","Sims_Mod_49","Residential","green","Salmon",-0.098,-9.8,"nature"
"Walkability->Affordability","Sims_Mod_50","Residential","green","Salmon",0.048,4.8,"nature"
"Access to nature->Walkability","Sims_Mod_51","Residential","green","Salmon",-0.09,-9,"nature"
"Walkability->Social cohesion","Sims_Mod_52","Residential","green","Salmon",0.00800000000000001,0.800000000000001,"nature"
"Walkability->Air quality","Sims_Mod_53","Residential","green","Salmon",0.042,4.2,"nature"
"Walkability-*Noise","Sims_Mod_54","Residential","green","Salmon",0.0600000000000001,6.00000000000001,"nature"
"Industrial->Water temperature","Sims_Mod_55","Residential","green","Salmon",0.002,0.2,"nature"
"Toxics-*Biodiversity","Sims_Mod_56","Residential","green","Salmon",0.032,3.2,"nature"
"Noise-*Physical health","Sims_Mod_57","Residential","green","Salmon",0.03,3,"nature"
"Access to nature->Mental health","Sims_Mod_58","Residential","green","Salmon",0.054,5.4,"nature"
"Local foods->Affordability","Sims_Mod_59","Residential","green","Salmon",-0.004,-0.4,"nature"
"Water temperature-*Water quality","Sims_Mod_60","Residential","green","Salmon",-0.116,-11.6,"nature"
"Bacteria-*Water quality","Sims_Mod_61","Residential","green","Salmon",0.056,5.6,"nature"
"Bacteria-*Local foods","Sims_Mod_62","Residential","green","Salmon",0.002,0.2,"nature"
"Walkability->Physical health","Sims_Mod_63","Residential","green","Salmon",0.01,1,"nature"
"Flooding-*Property value","Sims_Mod_64","Residential","green","Salmon",0.034,3.4,"nature"
"Property value-*Affordability","Sims_Mod_65","Residential","green","Salmon",0.048,4.8,"nature"
"Noise-*Property value","Sims_Mod_66","Residential","green","Salmon",0.024,2.4,"nature"
"Access to nature->Property value","Sims_Mod_67","Residential","green","Salmon",0.032,3.2,"nature"
"Industrial-*Property value","Sims_Mod_68","Residential","green","Salmon",-0.01,-1,"nature"
"Transportation->Property value","Sims_Mod_69","Residential","green","Salmon",0.002,0.2,"nature"
"Walkability->Property value","Sims_Mod_70","Residential","green","Salmon",0.044,4.4,"nature"
"Property value->Economic wellbeing","Sims_Mod_71","Residential","green","Salmon",-0.012,-1.2,"nature"
"Local jobs->Property value","Sims_Mod_72","Residential","green","Salmon",0.028,2.8,"nature"
"Gray infrastructure-*Flooding","Sims_Mod_73","Residential","green","Salmon",0.052,5.2,"nature"
"Gray infrastructure-*Sediment","Sims_Mod_74","Residential","green","Salmon",-0.002,-0.2,"nature"
"Gray infrastructure-*Toxics","Sims_Mod_75","Residential","green","Salmon",0.026,2.6,"nature"
"Green infrastructure-*Toxics","Sims_Mod_76","Residential","green","Salmon",-0.084,-8.4,"nature"
"Green infrastructure->Access to nature","Sims_Mod_77","Residential","green","Salmon",-0.138,-13.8,"nature"
"Green infrastructure->Climate mitigation","Sims_Mod_78","Residential","green","Salmon",-0.076,-7.6,"nature"
"Green infrastructure-*Noise","Sims_Mod_79","Residential","green","Salmon",-0.022,-2.2,"nature"
"Gray infrastructure->Local jobs","Sims_Mod_80","Residential","green","Salmon",0.026,2.6,"nature"
"Green infrastructure->Local jobs","Sims_Mod_81","Residential","green","Salmon",0.0640000000000001,6.40000000000001,"nature"
"Source control-*Toxics","Sims_Mod_82","Residential","green","Salmon",0.05,5,"nature"
"Green infrastructure-*Flooding","Sims_Mod_83","Residential","green","Salmon",-0.104,-10.4,"nature"
"Green infrastructure->Air quality","Sims_Mod_84","Residential","green","Salmon",0.042,4.2,"nature"
"Green infrastructure-*Urban heat island","Sims_Mod_85","Residential","green","Salmon",0.004,0.4,"nature"
"Toxics-*Salmon","Sims_Mod_86","Residential","green","Salmon",0.026,2.6,"nature"
"Noise-*Mental health","Sims_Mod_87","Residential","green","Salmon",0.0679999999999999,6.79999999999999,"nature"
"Urban heat island->Water temperature","Sims_Mod_88","Residential","green","Salmon",-0.106,-10.6,"nature"
"Economic wellbeing->Mental health","Sims_Mod_89","Residential","green","Salmon",-0.01,-1,"nature"
"Biodiversity->Local foods","Sims_Mod_90","Residential","green","Salmon",0.0580000000000001,5.80000000000001,"nature"
"Local jobs->Social cohesion","Sims_Mod_91","Residential","green","Salmon",0.042,4.2,"nature"
"Access to nature->Local foods","Sims_Mod_92","Residential","green","Salmon",0.004,0.4,"nature"
"Local foods->Mental health","Sims_Mod_93","Residential","green","Salmon",-0.02,-2,"nature"
"Noise-*Social cohesion","Sims_Mod_94","Residential","green","Salmon",0.018,1.8,"nature"
"Industrial-*Air quality","Sims_Mod_95","Residential","green","Salmon",-0.02,-2,"nature"
"Industrial->Local jobs","Sims_Mod_96","Residential","green","Salmon",0.016,1.6,"nature"
"Climate mitigation-*Urban heat island","Sims_Mod_97","Residential","green","Salmon",-0.004,-0.4,"nature"
"Industrial->Urban heat island","Sims_Mod_98","Residential","green","Salmon",0.00600000000000001,0.600000000000001,"nature"
"Transportation->Urban heat island","Sims_Mod_99","Residential","green","Salmon",0.002,0.2,"nature"
"Green infrastructure-*Sediment","Sims_Mod_100","Residential","green","Salmon",-0.036,-3.6,"nature"
"Physical health->Mental health","Sims_Mod_101","Residential","green","Salmon",0.02,2,"nature"
"Salmon->Biodiversity","Sims_Mod_102","Residential","green","Salmon",0.02,2,"nature"
"Physical health->Economic wellbeing","Sims_Mod_103","Residential","green","Salmon",-0.014,-1.4,"nature"
"Economic wellbeing->Affordability","Sims_Mod_104","Residential","green","Salmon",0.03,3,"nature"
"Mental health->Economic wellbeing","Sims_Mod_105","Residential","green","Salmon",0.02,2,"nature"
"Residential->Toxics","Sims_Mod_1","Residential","source","Sediment",0,0,"stressor"
"Industrial->Toxics","Sims_Mod_2","Residential","source","Sediment",0,0,"stressor"
"Transportation->Toxics","Sims_Mod_3","Residential","source","Sediment",0,0,"stressor"
"Transportation->Water temperature","Sims_Mod_4","Residential","source","Sediment",0,0,"stressor"
"Transportation->Flooding","Sims_Mod_5","Residential","source","Sediment",0,0,"stressor"
"Residential->Nutrients","Sims_Mod_6","Residential","source","Sediment",0,0,"stressor"
"Residential->Sediment","Sims_Mod_7","Residential","source","Sediment",-1,-100,"stressor"
"Residential->Bacteria","Sims_Mod_8","Residential","source","Sediment",0,0,"stressor"
"Industrial->Sediment","Sims_Mod_9","Residential","source","Sediment",0,0,"stressor"
"Industrial->Flooding","Sims_Mod_10","Residential","source","Sediment",0,0,"stressor"
"Flooding->Bacteria","Sims_Mod_11","Residential","source","Sediment",0,0,"stressor"
"Flooding-*Salmon","Sims_Mod_12","Residential","source","Sediment",0,0,"stressor"
"Water quality->Salmon","Sims_Mod_13","Residential","source","Sediment",0,0,"stressor"
"Air quality->Physical health","Sims_Mod_14","Residential","source","Sediment",0,0,"stressor"
"Urban heat island-*Physical health","Sims_Mod_15","Residential","source","Sediment",0,0,"stressor"
"Nutrients-*Water quality","Sims_Mod_16","Residential","source","Sediment",0,0,"stressor"
"Flooding->Sediment","Sims_Mod_17","Residential","source","Sediment",0,0,"stressor"
"Sediment-*Water quality","Sims_Mod_18","Residential","source","Sediment",0,0,"stressor"
"Mental health->Physical health","Sims_Mod_19","Residential","source","Sediment",0,0,"stressor"
"Water quality->Physical health","Sims_Mod_20","Residential","source","Sediment",0,0,"stressor"
"Social cohesion->Mental health","Sims_Mod_21","Residential","source","Sediment",0,0,"stressor"
"Toxics-*Physical health","Sims_Mod_22","Residential","source","Sediment",0,0,"stressor"
"Biodiversity->Salmon","Sims_Mod_23","Residential","source","Sediment",0,0,"stressor"
"Urban heat island-*Biodiversity","Sims_Mod_24","Residential","source","Sediment",0,0,"stressor"
"Bacteria-*Physical health","Sims_Mod_25","Residential","source","Sediment",0,0,"stressor"
"Air quality->Social cohesion","Sims_Mod_26","Residential","source","Sediment",0,0,"stressor"
"Access to nature->Social cohesion","Sims_Mod_27","Residential","source","Sediment",0,0,"stressor"
"Transportation->Noise","Sims_Mod_28","Residential","source","Sediment",0,0,"stressor"
"Water quality->Biodiversity","Sims_Mod_29","Residential","source","Sediment",0,0,"stressor"
"Noise-*Biodiversity","Sims_Mod_30","Residential","source","Sediment",0,0,"stressor"
"Salmon->Physical health","Sims_Mod_31","Residential","source","Sediment",0,0,"stressor"
"Climate mitigation->Salmon","Sims_Mod_32","Residential","source","Sediment",0,0,"stressor"
"Climate mitigation-*Water temperature","Sims_Mod_33","Residential","source","Sediment",0,0,"stressor"
"Climate mitigation->Biodiversity","Sims_Mod_34","Residential","source","Sediment",0,0,"stressor"
"Access to nature->Physical health","Sims_Mod_35","Residential","source","Sediment",0,0,"stressor"
"Flooding-*Air quality","Sims_Mod_36","Residential","source","Sediment",0,0,"stressor"
"Industrial->Noise","Sims_Mod_37","Residential","source","Sediment",0,0,"stressor"
"Transportation-*Air quality","Sims_Mod_38","Residential","source","Sediment",0,0,"stressor"
"Economic wellbeing->Physical health","Sims_Mod_39","Residential","source","Sediment",0,0,"stressor"
"Affordability->Economic wellbeing","Sims_Mod_40","Residential","source","Sediment",0,0,"stressor"
"Access to nature-*Affordability","Sims_Mod_41","Residential","source","Sediment",0,0,"stressor"
"Local foods->Social cohesion","Sims_Mod_42","Residential","source","Sediment",0,0,"stressor"
"Salmon->Local foods","Sims_Mod_43","Residential","source","Sediment",0,0,"stressor"
"Water quality->Local foods","Sims_Mod_44","Residential","source","Sediment",0,0,"stressor"
"Toxics-*Water quality","Sims_Mod_45","Residential","source","Sediment",0,0,"stressor"
"Local foods->Physical health","Sims_Mod_46","Residential","source","Sediment",0,0,"stressor"
"Water quality->Social cohesion","Sims_Mod_47","Residential","source","Sediment",0,0,"stressor"
"Local jobs->Economic wellbeing","Sims_Mod_48","Residential","source","Sediment",0,0,"stressor"
"Walkability->Climate mitigation","Sims_Mod_49","Residential","source","Sediment",0,0,"stressor"
"Walkability->Affordability","Sims_Mod_50","Residential","source","Sediment",0,0,"stressor"
"Access to nature->Walkability","Sims_Mod_51","Residential","source","Sediment",0,0,"stressor"
"Walkability->Social cohesion","Sims_Mod_52","Residential","source","Sediment",0,0,"stressor"
"Walkability->Air quality","Sims_Mod_53","Residential","source","Sediment",0,0,"stressor"
"Walkability-*Noise","Sims_Mod_54","Residential","source","Sediment",0,0,"stressor"
"Industrial->Water temperature","Sims_Mod_55","Residential","source","Sediment",0,0,"stressor"
"Toxics-*Biodiversity","Sims_Mod_56","Residential","source","Sediment",0,0,"stressor"
"Noise-*Physical health","Sims_Mod_57","Residential","source","Sediment",0,0,"stressor"
"Access to nature->Mental health","Sims_Mod_58","Residential","source","Sediment",0,0,"stressor"
"Local foods->Affordability","Sims_Mod_59","Residential","source","Sediment",0,0,"stressor"
"Water temperature-*Water quality","Sims_Mod_60","Residential","source","Sediment",0,0,"stressor"
"Bacteria-*Water quality","Sims_Mod_61","Residential","source","Sediment",0,0,"stressor"
"Bacteria-*Local foods","Sims_Mod_62","Residential","source","Sediment",0,0,"stressor"
"Walkability->Physical health","Sims_Mod_63","Residential","source","Sediment",0,0,"stressor"
"Flooding-*Property value","Sims_Mod_64","Residential","source","Sediment",0,0,"stressor"
"Property value-*Affordability","Sims_Mod_65","Residential","source","Sediment",0,0,"stressor"
"Noise-*Property value","Sims_Mod_66","Residential","source","Sediment",0,0,"stressor"
"Access to nature->Property value","Sims_Mod_67","Residential","source","Sediment",0,0,"stressor"
"Industrial-*Property value","Sims_Mod_68","Residential","source","Sediment",0,0,"stressor"
"Transportation->Property value","Sims_Mod_69","Residential","source","Sediment",0,0,"stressor"
"Walkability->Property value","Sims_Mod_70","Residential","source","Sediment",0,0,"stressor"
"Property value->Economic wellbeing","Sims_Mod_71","Residential","source","Sediment",0,0,"stressor"
"Local jobs->Property value","Sims_Mod_72","Residential","source","Sediment",0,0,"stressor"
"Gray infrastructure-*Flooding","Sims_Mod_73","Residential","source","Sediment",0,0,"stressor"
"Gray infrastructure-*Sediment","Sims_Mod_74","Residential","source","Sediment",0,0,"stressor"
"Gray infrastructure-*Toxics","Sims_Mod_75","Residential","source","Sediment",0,0,"stressor"
